response,id,wc,zwp,wi,dtj,bnf,qh,ent,sci,ypz,bw,tdt,sb,ox,xt,np,ku,is
N,474719,d,N,gmz,3.31662,H,2.03882486030442,B,1.32557493861855,15,0.42427,sm,s2,fy,ntb,j,t,0.57273
N,339735,b,R,gmz,2,I,1.56201178245321,A,1.36509556383086,14,0.31606,zp,s2,jl,fcc,j,u,1.1088
N,383791,d,R,gmz,3.16228,I,1.76904660549368,B,1.35426161338839,11,0.42427,zp,s2,bf,ntb,j,z,2.444
N,261586,d,N,gmz,3.60555,H,1.9430382538362,A,1.39748349220384,0,0.4,zp,s2,fy,ntb,k,x,3.7196
N,489233,d,R,gmz,3.60555,K,1.75949305261776,A,1.39434023408806,4,0.31623,sm,s2,jl,ntb,j,y,0.69405
N,424406,b,S,gmz,2.64575,K,1.59623702140621,A,1.36194822530906,1,0.31623,kc,s2,bf,ntb,j,x,1.8977
N,139532,b,S,gmz,3.31662,I,1.70999837985907,A,1.3615241081238,0,0.31623,zp,s2,jl,ntb,j,u,1.5295
Y,19705,d,N,gnq,2.64575,L,1.85855889512714,B,1.39648714592539,10,0.42427,sm,s2,jl,ntb,j,y,4.0973
N,414751,b,U,gmz,3.4641,L,1.71573030999724,A,1.37682841012114,1,0.31623,sm,s2,jl,ntb,j,x,8.9401
N,464015,b,O,gmz,3.16228,K,1.71394760339399,A,1.37081322956934,4,0.4,zp,s2,bf,fcc,j,u,5.5201
Y,275325,c,N,gmz,3.60555,I,2.11374590968006,B,1.42106475694713,4,0.44721,zp,s2,ix,ntb,j,z,2.8879
N,412816,d,N,gmz,3.60555,K,1.87403222422163,A,1.3455501845734,1,0.42427,zp,s2,fy,dgk,j,z,1.4933
N,42794,b,R,gmz,3.60555,I,1.80256900925059,A,1.31031525250543,0,0.31623,zp,s2,bf,ntb,j,y,1.6564
Y,165153,b,P,gnq,3.16228,J,1.64547718343306,A,1.28878503667418,11,0.31623,zp,s2,bf,fcc,k,x,2.8412
N,209923,b,O,gmz,3,K,1.67196294450498,A,1.36674822318066,4,0.31623,zp,s2,fy,ntb,j,s,3.2847
N,164550,d,N,gmz,3.60555,K,1.90244510962262,A,1.4049755799942,3,0.4,sm,s2,fy,ntb,j,x,2.67
N,294434,d,R,gmz,3.31662,K,1.67416760467376,A,1.30330576054873,11,0.31623,sm,s2,bf,ntb,j,z,0.48568
N,532447,d,R,gmz,2.44949,K,1.63627131919856,A,1.37442912332471,0,0.31623,zp,s3,jl,ntb,j,x,4.2124
Y,195352,c,N,gmz,3.74166,J,1.9430127733024,A,1.38484264488105,0,0.4,zp,s2,jl,ntb,j,z,0.64206
N,91163,d,S,gmz,3.31662,I,1.67563305138415,A,1.34728008950155,14,0.31623,kc,s2,bf,ntb,j,y,4.0395
Y,14264,a,Z,gmz,2.82843,K,1.91101449813841,B,1.3695883430301,17,0.4897,zp,s1,bf,gcn,j,u,0.93374
N,187683,b,S,gmz,2.64575,K,1.67016557310099,B,1.3814440608284,1,0.37417,sm,s2,bf,fcc,j,z,1.4576
N,100837,b,S,gmz,3.60555,I,1.88406856438006,A,1.38340337093595,9,0.4,sm,s2,bf,ntb,j,z,2.7773
N,49374,d,R,gmz,3.60555,J,1.83399311732128,B,1.38497580928181,11,0.37417,zp,s2,bf,ntb,j,y,0.30951
N,476771,b,S,gmz,2.82843,K,1.59723646796794,A,1.36878405350482,11,0.31623,sm,s2,bf,ntb,j,u,0.44635
N,39123,d,N,gmz,3.4641,H,1.7878752710392,A,1.37081322956934,4,0.4,zp,s2,fy,fcc,k,x,0.16896
Y,158860,d,N,gnq,3.60555,K,1.8521778780142,A,1.30033895202699,0,0.4,zp,s8,bf,ntb,j,w,2.8128
N,154237,b,O,gmz,3.60555,L,1.99032881036608,A,1.38169866506456,11,0.37417,sm,s2,bf,ntb,j,z,3.207
N,218356,d,R,gmz,3.4641,J,1.69631401233847,A,1.36878405350482,11,0.31623,sm,s2,bf,ntb,j,z,1.68
N,120061,b,O,gmz,3.60555,L,1.88880020074316,A,1.37682841012114,9,0.31623,sm,s2,fy,ntb,j,w,2.4179
N,14102,b,N,gmz,3.60555,I,1.67518540138155,A,1.30707859815199,14,0.31623,kc,s2,bf,fcc,j,y,1.3414
N,261766,d,R,gmz,3.16228,H,1.64597067237964,A,1.36194822530906,1,0.31623,zp,s2,bf,ntb,j,z,5.6372
Y,371816,e,R,gnq,3.16228,L,1.62612199107417,A,1.30330576054873,11,0.31623,sm,s2,fy,ntb,j,x,2.7477
N,406568,d,N,gmz,3.60555,I,1.82897815394344,B,1.29445049619833,0,0.31623,zp,s2,fy,ntb,k,z,0.47362
N,492403,d,N,gmz,2.82843,L,1.67237908510408,A,1.3861265493476,1,0.37417,zp,s2,bf,ntb,k,w,1.6428
N,263569,d,S,gmz,2.44949,I,1.77559356259296,B,1.39585937822453,15,0.42427,sm,s2,fy,ntb,k,y,1.6133
N,99132,d,N,gmz,2.82843,J,1.84512088410875,A,1.4,15,0.42427,sm,s2,bf,ntb,j,z,0.97224
Y,387922,d,R,gnq,3.4641,K,2.42698095402953,A,1.44101234765392,13,0.56569,sm,s2,fy,ntb,k,y,4.5051
N,487633,b,S,gmz,3.31662,K,1.68782838951232,A,1.3615241081238,0,0.31623,zp,s2,bf,ntb,j,z,0.96241
Y,278346,b,U,gmz,3.4641,I,1.85622805697239,A,1.42860409293185,11,0.37417,kv,s2,fy,ntb,j,v,0.82075
N,496029,d,N,gmz,1.73205,K,1.7024737931158,A,1.36331158940248,1,0.49457,zp,s2,bf,fcc,j,z,0.14105
N,337171,d,N,gmz,3.31662,L,1.84225292907038,A,1.39623401386159,1,0.4,zp,s2,fy,fcc,k,y,2.5877
Y,131539,d,N,gnq,3.16228,I,1.71017790760935,B,1.37442912332471,0,0.31606,zp,s2,jl,fcc,j,y,1.0833
N,73556,d,N,gmz,1.73205,L,1.55748857384779,A,1.31145428819468,0,0.31606,zp,s2,fy,ntb,j,x,1.9396
Y,121342,d,T,gnq,3.60555,N,1.9153958954501,B,1.33075581505796,1,0.37417,sm,s2,bf,ntb,j,y,2.4333
N,23149,d,R,gmz,3.31662,J,1.74697912593431,A,1.35985669513123,1,0.37417,zp,s2,ix,ntb,k,y,0.24788
N,330703,d,R,gmz,3.16228,L,1.77110821848156,A,1.4129158382174,11,0.37417,zp,s2,bf,ntb,j,z,1.6597
N,230536,c,R,gmz,3.31662,L,1.67052601359666,A,1.36878405350482,11,0.31623,sm,s5,bf,ntb,j,y,0.23911
N,190516,d,T,gnq,2.44949,J,1.70679646961439,B,1.39102368800992,0,0.3995,zp,s2,jl,ntb,j,z,5.3702
N,54468,d,N,gmz,2.82843,K,1.7328616861086,B,1.40620840008864,11,0.44721,zp,s2,bf,ntb,j,z,3.2098
N,242925,b,N,gmz,3,I,1.68546600402451,A,1.33406472429071,11,0.37417,kv,s2,jl,ntb,j,z,2.668
Y,392137,b,S,gmz,3.31662,J,2.24548688909639,A,1.45054750405588,9,0.44721,zp,s2,ix,ntb,k,t,10.258
N,508634,d,R,gmz,3.60555,I,2.19363889587532,A,1.41254498577879,11,0.4899,sm,s2,bf,ntb,k,u,2.8179
Y,539031,d,N,gmz,2.82843,L,1.70520023376464,A,1.39850539948753,14,0.4,sm,s2,ix,fcc,j,z,2.3496
Y,588312,d,R,gmz,3.4641,I,2.27926653927171,B,1.44677376983227,0,0.50001,zp,s2,fy,ntb,k,u,2.6295
N,435839,d,N,gmz,3.16228,I,1.80832396365605,A,1.41808620841815,6,0.4,zp,s2,bf,ntb,j,w,2.5322
N,59407,d,R,gmz,2.44949,L,1.5713830553482,A,1.3615241081238,0,0.31623,zp,s2,fy,ntb,j,x,0.0071033
Y,371449,c,R,gmz,3.60555,I,1.96086505827627,B,1.38262473529539,0,0.4,zp,s3,fy,ntb,k,x,3.2825
N,496202,d,R,gmz,3.60555,L,1.7988990579604,A,1.37946391869782,11,0.31623,zp,s2,bf,ntb,j,z,2.5072
N,319846,d,R,gmz,2.44949,L,1.68689576447452,A,1.40620840008864,11,0.44721,kc,s2,fy,ntb,j,u,7.4756
N,164362,d,R,gmz,3.4641,L,1.74318124008837,A,1.38871130920176,11,0.37417,zp,s2,bf,fcc,j,z,2.9839
N,552502,d,N,gmz,2.82843,M,1.61783400684978,A,1.3615241081238,0,0.31623,zp,s2,fy,fcc,j,z,3.5234
N,100151,d,R,gmz,3,K,1.64619792500824,B,1.3615241081238,0,0.31623,zp,s2,fy,ntb,j,y,2.2369
Y,327969,d,N,gnq,3.4641,J,2.03791141937988,A,1.34219829191639,11,0.4,sm,s6,fy,ntb,j,t,1.6635
N,112051,d,N,gmz,2.82843,J,1.70223766042842,A,1.4129158382174,11,0.42427,zp,s2,jl,ntb,j,z,1.996
N,119927,d,P,gmz,0,J,1.4762788995496,A,1.31622766611865,11,0.44698,kc,s6,bf,ntb,j,v,0.543
Y,32370,d,N,gmz,3.60555,J,1.92289289937604,A,1.42190672978026,15,0.38729,zp,s2,bf,mrm,k,z,0.96436
N,360208,b,S,gmz,2.23607,K,1.55016223889789,A,1.36769148150728,0,0.31623,kc,s2,bf,ntb,j,z,2.8446
N,196172,d,R,gmz,3.60555,J,1.74626571983306,A,1.30330576054873,11,0.31623,sm,s2,fy,ntb,j,z,1.551
N,214435,d,R,gmz,2.82843,L,1.67047498258996,A,1.32786321875079,7,0.4,zp,s2,bf,dgk,j,z,1.9597
Y,235733,e,N,gmz,2.64575,I,1.81708715559075,B,1.43070570321608,11,0.4899,sm,s5,jl,ntb,j,x,5.0034
N,343942,b,S,gmz,3,K,1.74621355769465,B,1.37802670489835,0,0.4,sm,s2,bf,ntb,j,y,1.6072
N,220946,e,R,gmz,1.73205,L,1.50298389223563,A,1.3639987733722,1,0.31606,kc,s3,jl,ntb,j,x,1.5304
N,466450,b,U,gmz,3.16228,J,1.70946791051906,B,1.4302379295074,11,0.37417,kv,s2,bf,fcc,j,s,1.655
N,384611,b,O,gmz,2.82843,M,2.41941361034255,A,1.50100354326794,15,0.54772,zp,s2,bf,ntb,k,z,0.10281
N,125651,b,S,gmz,2,J,1.64658029250831,A,1.43011538555339,7,0.44721,zp,s2,fy,ntb,j,z,4.22
N,175331,b,S,gmz,2.44949,K,1.61774251616367,A,1.37027322425609,14,0.31606,zp,s2,ix,fcc,j,s,1.3522
N,330732,d,N,gmz,3,J,1.72099309315952,A,1.32480430212932,4,0.4,zp,s2,jl,ntb,j,u,1.4551
N,216905,c,R,gmz,3,H,2.0773295103624,A,1.50049543795248,11,0.4899,zp,s2,bf,ntb,j,y,1.993
N,82207,b,R,gmz,3.31662,K,1.70538304934865,B,1.36674822318066,4,0.31623,zp,s2,bf,fcc,j,z,1.8607
N,239105,d,R,gmz,2.82843,J,1.69877778950115,A,1.38078219826241,0,0.4,zp,s2,fy,ntb,k,x,1.67
Y,182658,d,N,gnq,3.31662,K,1.7232149695217,A,1.39434023408806,4,0.4,sm,s2,fy,ntb,j,x,0.9367
Y,219117,d,P,gnq,0,L,1.39149713489056,B,1.2837191366849,1,0.31528,zp,s2,bf,ntb,k,y,3.5076
N,400808,d,R,gmz,3.16228,H,1.7651654251531,A,1.38510148888885,11,0.37417,zp,s2,fy,ntb,j,y,0.90182
N,262336,d,N,gmz,2,J,1.54444660695092,A,1.37946391869782,4,0.31606,sm,s2,bf,ntb,j,z,1.3112
N,253077,b,S,gmz,3.31662,L,1.79381784624741,B,1.38599567366944,1,0.37417,zp,s2,bf,ntb,j,z,1.3237
N,380848,d,R,gmz,3,I,1.75829425370863,A,1.3391103424175,11,0.44721,zp,s2,bf,ntb,j,x,2.6841
N,441246,b,O,gmz,3.31662,I,1.74202314696508,A,1.4316166012462,6,0.37417,kv,s2,ix,ntb,j,z,2.5657
N,172131,d,R,gmz,1.73205,J,1.55844373815279,A,1.37027322425609,14,0.31606,zp,s2,bf,fcc,j,z,5.1178
N,82216,d,N,gmz,3.4641,H,1.75517111651634,A,1.36674822318066,4,0.31623,zp,s2,jl,ntb,j,x,0.30992
N,226758,d,N,gnq,3.60555,J,2.30116645496015,A,1.37933574314343,1,0.4899,zp,s2,bf,ntb,j,x,3.3344
Y,119022,d,Q,gnq,3.74166,K,1.88460341071533,A,1.33075581505796,1,0.37417,sm,s2,jl,ntb,k,x,1.9951
N,58204,d,N,gmz,2.64575,J,1.5908554734896,A,1.36878405350482,11,0.31623,sm,s2,ix,ntb,j,z,7.33
N,15965,d,R,gmz,3.60555,L,1.85337406395467,A,1.37946391869782,11,0.31623,zp,s2,bf,ntb,j,z,0.43085
Y,519870,b,S,gnq,3.74166,J,2.0267497469207,A,1.3820899516901,6,0.4,sm,s2,bf,fcc,j,z,1.3936
N,285562,d,R,gmz,3.74166,H,1.85000704406235,A,1.31031525250543,0,0.31623,zp,s2,jl,ntb,j,z,0.092576
Y,339579,b,O,gmz,3.31662,K,1.64003956462922,A,1.30707859815199,14,0.31623,kc,s2,jl,fcc,k,y,1.4906
N,246389,d,R,gmz,2.82843,L,1.77041768702357,A,1.38262473529539,0,0.4,zp,s2,ix,ntb,j,y,0.42272
Y,382014,b,U,gmz,2.82843,I,1.57927481710566,A,1.35832092073752,11,0.31623,kc,s6,bf,fcc,j,y,2.1011
N,159757,e,R,gmz,2,J,1.72170582235043,A,1.39648714592539,10,0.4084,sm,s2,fy,ntb,j,y,1.684
N,37158,e,R,gmz,0,J,1.5520735017849,A,1.37442912332471,11,0.39975,zp,s2,jl,fcc,j,x,0.33644
N,578489,b,S,gmz,3.4641,K,1.71528571796128,A,1.36674822318066,4,0.31623,sm,s2,bf,ntb,j,y,1.3629
N,387182,d,N,gmz,3,K,1.72009416321976,A,1.36632617158418,0,0.4,zp,s2,fy,fcc,j,w,2.0498
N,482444,d,N,gmz,2.82843,K,1.82920833618656,A,1.4254478502586,7,0.44721,sm,s2,jl,ntb,j,z,2.2384
N,443631,d,R,gmz,3.74166,K,1.76317481966089,A,1.30166444703639,1,0.31623,zp,s2,fy,ntb,k,z,0.75738
N,565070,d,N,gmz,1.41421,I,1.52378768093171,B,1.31145428819468,0,0.31606,zp,s2,bf,ntb,j,u,1.707
Y,59226,d,N,gnq,3.16228,J,1.78423645793705,B,1.33481794303772,0,0.4,sm,s2,bf,ntb,j,u,1.96
N,473782,b,O,gmz,3,J,1.61230256456553,A,1.34728008950155,14,0.31623,kc,s2,bf,ntb,j,z,0.7376
N,580134,d,R,gmz,2,I,1.53968246861988,A,1.34567833743509,6,0.31606,kc,s2,bf,ntb,j,w,3.4436
N,401344,b,T,gmz,2.82843,J,1.83693948218827,A,1.34249732765337,0,0.4,zp,s2,ix,ntb,k,w,0.53908
N,323027,c,R,gnq,3.31662,K,1.68779367774952,A,1.3615241081238,0,0.31623,zp,s6,bf,ntb,j,y,1.5158
N,289708,d,R,gmz,3.4641,J,1.76587454255634,A,1.37549201350223,0,0.31623,sm,s2,bf,ntb,j,x,3.3319
Y,571418,d,N,gmz,3.60555,J,1.78368047366389,B,1.3615241081238,0,0.31623,kc,s3,bf,ntb,j,z,3.6106
N,172015,d,R,gmz,3.31662,J,1.6678371534249,A,1.35832092073752,11,0.31623,zp,s2,bf,fcc,j,z,1.3699
N,389133,d,R,gmz,3.31662,K,1.66125669345327,B,1.36194822530906,1,0.31623,zp,s2,ix,fcc,j,x,1.9849
N,373573,d,V,gmz,2,K,1.5235819368901,A,1.33465887633901,4,0.31606,kc,s2,jl,ntb,j,z,1.5073
Y,315797,d,P,gmz,3.4641,I,1.76349665460544,A,1.30083307738714,11,0.37417,sm,s2,fy,ntb,j,u,2.5402
N,421801,d,R,gmz,3.60555,J,2.10171465426908,B,1.42533011882321,11,0.42427,sm,s2,fy,ntb,j,x,2.3084
N,23592,d,N,gmz,3.60555,J,1.88270967601881,A,1.329705141639,1,0.4,sm,s2,fy,dgk,j,u,0.89076
Y,246176,d,N,gmz,3,L,2.03322333343543,A,1.32557493861855,15,0.42427,sm,s2,bf,ntb,j,w,0.42307
N,100888,d,R,gmz,3.4641,J,1.67851503994894,A,1.36194822530906,1,0.31623,zp,s2,ix,fcc,k,z,1.9735
N,545041,b,S,gmz,3.74166,L,2.32239067249439,A,1.4,15,0.44721,sm,s2,bf,ntb,j,s,3.4847
N,395607,d,R,gmz,3.74166,K,1.89752035442586,A,1.32877648775273,0,0.4,zp,s2,ix,ntb,k,z,1.4857
N,293349,b,S,gmz,2.64575,K,1.85721603747367,A,1.41857813652111,10,0.42427,sm,s2,bf,ntb,k,x,1.7521
N,508475,d,R,gmz,3,J,1.73062118726097,A,1.32557493861855,1,0.31623,sm,s2,fy,ntb,j,u,0.21921
N,45129,b,S,gmz,3.31662,H,1.7642835244269,A,1.37457258709298,0,0.31623,zp,s2,fy,ntb,j,y,0.69161
N,497851,d,N,gmz,2.44949,L,1.54685145411416,B,1.36194822530906,1,0.31623,kc,s2,bf,ntb,j,w,4.9859
N,270027,d,R,gmz,0,M,1.50389127849458,A,1.38497580928181,0,0.42202,zp,s2,fy,ntb,j,w,1.7581
N,218131,d,R,gmz,3.60555,K,1.75287458233113,A,1.36878405350482,1,0.31623,zp,s2,fy,ntb,k,u,1.1966
N,66745,b,S,gmz,3.31662,L,1.77080042743773,A,1.38497580928181,11,0.37417,zp,s2,fy,ntb,j,w,0.42208
Y,104712,d,N,gmz,3.74166,K,2.22254691806615,A,1.41748848692262,10,0.44721,sm,s2,bf,ntb,j,v,2.7931
N,182253,b,S,gmz,2.64575,J,1.81697703260744,A,1.43474854733631,1,0.42427,zp,s2,bf,ntb,j,z,2.601
N,524610,d,N,gmz,3.16228,L,1.65679561897308,B,1.36194822530906,1,0.31623,zp,s2,ix,ntb,j,x,5.4068
Y,128543,b,Q,gmz,3.16228,L,2.09319460250603,A,1.48786018489923,17,0.44721,zp,s2,fy,fcc,j,x,0.026028
Y,353889,b,S,gnq,3.74166,I,1.85284431030971,A,1.37946391869782,11,0.31623,sm,s2,fy,ntb,k,y,1.3378
Y,295854,c,N,gmz,3.31662,K,1.81337287892275,B,1.41110295123346,11,0.44721,sm,s2,fy,ntb,k,y,0.071202
N,73378,b,S,gmz,3.31662,K,1.67352180755711,A,1.36878405350482,11,0.31623,sm,s2,bf,ntb,j,y,0.8485
N,532038,b,S,gmz,3.60555,J,1.79801190695035,A,1.37549201350223,0,0.31623,sm,s2,bf,ntb,j,w,3.1984
N,332986,b,R,gmz,3.74166,K,2.09652507683109,A,1.34728008950155,1,0.42427,zp,s2,fy,ntb,k,z,2.2452
N,205355,b,O,gmz,1.41421,K,1.61001819701176,A,1.40866016074563,11,0.44698,sm,s2,bf,ntb,j,z,1.0985
Y,587345,b,N,gmz,3.4641,J,2.08218785028073,B,1.41652462533372,10,0.42427,sm,s2,jl,ntb,j,u,1.1903
N,351120,d,N,gmz,3.31662,K,1.95158772412701,B,1.39850539948753,14,0.4,zp,s2,fy,ntb,j,u,0.31652
N,212447,d,N,gmz,3.31662,J,1.8127911522604,A,1.38510148888885,11,0.37417,zp,s2,bf,ntb,j,w,4.4165
N,335149,d,R,gmz,3.31662,I,1.90397331119566,A,1.38262473529539,0,0.4,zp,s2,bf,fcc,j,y,0.44483
N,526197,d,N,gmz,3.31662,K,1.71019451851764,A,1.36674822318066,4,0.31623,zp,s2,fy,ntb,j,x,1.1599
N,260546,e,T,gmz,3.16228,J,1.78457950225647,B,1.34206007278937,3,0.4,zp,s2,ix,dgk,j,t,1.2012
N,238226,b,R,gmz,3.4641,K,2.07922476633103,A,1.42533011882321,11,0.42427,sm,s2,bf,ntb,k,z,1.6415
N,245029,b,O,gnq,3.4641,K,2.29067399094292,A,1.44677376983227,0,0.50001,zp,s2,bf,dgk,k,z,0.20765
N,481307,d,N,gmz,3.31662,J,1.73734837271696,B,1.35355300326556,14,0.4,zp,s2,bf,ntb,j,s,3.5284
N,261204,d,R,gmz,3.60555,J,1.83105510315567,A,1.29445049619833,1,0.31623,zp,s2,bf,fcc,j,z,0.70379
N,439894,b,S,gmz,3.31662,I,2.27557653817769,A,1.47434523007805,3,0.50001,sm,s2,bf,ntb,j,z,5.2223
N,386604,d,R,gmz,3.60555,K,1.68671709620757,A,1.30166444703639,1,0.31623,kc,s2,bf,ntb,j,z,0.9774
N,449457,b,S,gmz,2.82843,J,1.5856401712744,A,1.35070901778896,1,0.31623,kc,s2,jl,ntb,j,z,1.0707
N,337421,d,R,gmz,3.60555,L,1.98326565352402,B,1.40521516664839,3,0.42427,zp,s2,bf,fcc,k,w,1.3277
Y,157590,d,R,gmz,3,K,1.92238961281692,A,1.39648714592539,10,0.42427,sm,s2,bf,ntb,j,w,4.9526
N,554885,d,R,gmz,3.60555,K,2.15830438962398,A,1.42106475694713,4,0.44721,zp,s2,bf,ntb,j,z,1.7951
N,28046,b,S,gmz,3.16228,M,1.93970149045376,A,1.37309875319842,16,0.4,zp,s2,bf,ntb,k,s,6.4298
N,532403,b,O,gmz,3.16228,K,1.61594811706239,A,1.35832092073752,11,0.31623,kc,s2,bf,fcc,j,x,0.94763
N,150219,b,U,gmz,0,J,1.54958577217453,A,1.42367821397895,11,0.46883,sm,s2,bf,fcc,j,z,2.0661
N,319137,d,N,gmz,3.16228,I,1.82362390344763,A,1.4189300861578,1,0.37417,kv,s2,fy,ntb,j,z,5.3892
N,70955,d,R,gmz,3.31662,J,1.80276470721372,A,1.40620840008864,11,0.44721,zp,s2,fy,ntb,j,x,1.0429
N,317586,d,R,gmz,2,M,1.60296654207679,A,1.37442912332471,0,0.31606,zp,s2,jl,ntb,j,y,2.7832
N,521291,d,R,gmz,3.16228,I,1.62454042723408,A,1.30330576054873,11,0.31623,sm,s2,fy,fcc,j,y,6.3458
N,427696,d,N,gmz,3.4641,J,1.84995918179132,A,1.34452143392776,7,0.4,zp,s2,fy,fcc,j,y,3.9723
N,555375,e,T,gmz,3,K,1.61966084408901,B,1.28878503667418,11,0.31623,zp,s2,bf,ntb,j,y,0.0023702
N,61450,d,T,gmz,2.82843,J,1.80970237171875,A,1.34438253093005,14,0.4,zp,s2,ix,ntb,j,y,1.8422
N,166632,b,U,gmz,2,K,1.52274886304227,A,1.3639987733722,1,0.31606,kc,s2,ix,fcc,k,z,0.15772
Y,209762,b,S,gnq,3.31662,L,1.92239472986359,B,1.3820899516901,10,0.37417,zp,s2,ix,fcc,j,v,7.3619
N,131428,d,R,gmz,2.23607,I,1.60188199038431,A,1.36851749463161,14,0.4,zp,s2,bf,ntb,j,y,3.5019
N,523255,d,R,gmz,3.4641,I,1.74097266154447,A,1.38871130920176,11,0.37417,zp,s2,fy,ntb,j,z,2.3509
N,386480,d,N,gmz,0,L,1.65140398320059,B,1.3615241081238,11,0.6556,zp,s2,fy,ntb,j,z,4.4915
N,137783,d,R,gmz,3.60555,J,1.8724509492623,A,1.37933574314343,11,0.37417,zp,s2,jl,ntb,j,z,6.2647
N,93789,b,S,gmz,1.41421,J,1.573369152287,A,1.38406202030804,0,0.31606,zp,s2,bf,ntb,j,z,0.78784
N,592708,d,N,gmz,3.16228,J,1.66021335239059,A,1.30166444703639,1,0.31623,zp,s2,ix,fcc,k,z,0.97122
N,531785,b,S,gmz,3.4641,J,1.71532876791756,A,1.35985669513123,1,0.31623,sm,s2,bf,fcc,j,y,1.2392
N,75932,b,N,gmz,3,J,1.69486166046737,A,1.39077471069573,6,0.37417,zp,s2,jl,ntb,j,w,1.8733
N,481128,d,R,gmz,1,K,1.57963286908322,A,1.3976230036926,11,0.4238,kc,s2,bf,ntb,j,y,1.3324
N,459285,b,S,gmz,3.4641,I,1.66793244130562,A,1.35999306486563,0,0.31623,kv,s2,bf,ntb,j,z,2.0122
N,409038,b,O,gmz,3.31662,K,1.74499308024991,A,1.36851749463161,14,0.4,zp,s2,fy,ntb,j,w,2.4594
N,549315,d,N,gmz,3,J,1.711265530368,A,1.39434023408806,6,0.37417,sm,s2,bf,ntb,j,u,0.87347
N,570032,d,R,gmz,3,I,1.65528048457855,A,1.34728008950155,14,0.4,kc,s2,bf,ntb,j,y,1.285
Y,442873,a,Z,gnq,3,K,1.63938318151864,A,1.33985798774023,6,0.39836,sm,s1,fy,gcn,j,y,1.6672
N,7237,d,R,gmz,3.74166,I,1.88565441817294,A,1.36632617158418,0,0.4,zp,s2,bf,ntb,j,u,0.97186
N,311553,b,R,gmz,3,K,1.75884093284528,B,1.3391103424175,1,0.37417,zp,s2,bf,dgk,j,y,5.6865
N,101553,d,N,gmz,3.74166,K,1.94148234845227,A,1.43635434385291,1,0.4,sm,s2,fy,ntb,j,z,0.82177
N,520744,d,N,gmz,3.31662,J,1.73772144755222,A,1.39434023408806,4,0.4,sm,s2,ix,ntb,k,z,0.1024
N,533483,d,N,gmz,2.82843,J,1.68320091309085,A,1.37081322956934,4,0.4,zp,s2,bf,ntb,j,z,2.6514
N,345292,b,O,gmz,3.4641,J,1.82607877867946,A,1.38510148888885,11,0.37417,zp,s2,fy,ntb,j,x,3.6457
N,111531,b,S,gmz,3.4641,K,1.72691914651136,A,1.35985669513123,1,0.31623,sm,s2,fy,ntb,k,y,1.7338
N,33592,d,P,gmz,3.31662,L,1.76693242215549,B,1.31031525250543,0,0.31623,zp,s2,jl,ntb,j,z,0.057918
N,192365,b,O,gmz,2.23607,K,1.64621518890511,B,1.40620840008864,11,0.44721,zp,s2,bf,dgk,k,u,3.0715
N,138990,d,N,gmz,2.82843,I,1.5992612175386,B,1.36878405350482,11,0.31623,sm,s2,jl,ntb,j,y,2.1116
N,512388,b,O,gmz,3,I,1.65779475596479,B,1.39434023408806,4,0.4,sm,s2,bf,ntb,j,z,1.2183
N,465050,b,S,gmz,3.4641,H,1.7214386059758,B,1.35985669513123,1,0.31623,sm,s2,bf,fcc,j,z,2.0809
Y,60613,b,S,gmz,3.16228,L,2.11355577642324,A,1.50049543795248,11,0.4899,zp,s2,jl,ntb,k,z,0.85869
Y,311483,b,S,gmz,3.16228,L,1.78606944305388,B,1.37802670489835,0,0.4,sm,s8,bf,ntb,j,x,3.72
Y,246142,d,N,gmz,2,L,1.73784708301212,A,1.22135599645607,1,0.42367,zp,s8,bf,ntb,k,w,0.91596
N,68906,d,R,gmz,3.60555,J,1.77150974232715,A,1.29445049619833,0,0.31623,zp,s2,fy,ntb,j,z,6.7639
Y,202866,c,N,gmz,3.4641,J,2.12404096704034,A,1.4,15,0.44721,sm,s2,fy,ntb,j,z,1.8911
Y,31881,d,N,gnq,3.74166,J,2.43897867302547,A,1.47434523007805,3,0.50001,sm,s2,jl,ntb,k,z,2.9306
Y,172360,a,T,gnq,2.44949,L,1.66039743255405,A,1.34117589925049,14,0.3995,zp,s5,bf,ntb,k,t,1.8548
N,367951,b,S,gmz,3.4641,L,1.75569503613047,A,1.39077471069573,6,0.37417,sm,s2,bf,fcc,j,t,0.27027
N,568223,b,U,gmz,3.60555,K,1.87322604477532,A,1.3615241081238,1,0.31623,sm,s2,jl,ntb,j,s,1.3379
N,430782,c,R,gmz,3.60555,J,1.8826192691241,A,1.39369577816193,1,0.37417,zp,s2,bf,ntb,j,z,5.5138
N,424734,d,R,gmz,3,K,1.75926795611999,A,1.39748349220384,0,0.4,zp,s2,jl,ntb,j,z,1.4644
N,30893,d,R,gmz,3.31662,J,1.6667146639245,A,1.36878405350482,11,0.31623,sm,s2,ix,ntb,j,z,2.3022
N,500189,d,N,gmz,2.82843,I,1.62484352440004,A,1.39077471069573,6,0.37417,zp,s2,jl,ntb,j,z,6.4886
N,395152,d,R,gmz,1.73205,L,1.55459571041315,A,1.36509556383086,14,0.31606,zp,s2,jl,ntb,j,z,0.5005
N,502861,d,N,gmz,3,I,1.624440947048,A,1.35832092073752,11,0.31623,zp,s2,jl,ntb,j,z,0.44364
N,173107,d,S,gmz,3.4641,J,1.69632810711172,B,1.36878405350482,11,0.31623,sm,s2,bf,ntb,j,y,3.8756
